invoice_number,invoice_date,taxable_value,cgst,sgst,igst,total_tax,total_value,place_of_supply,reverse_charge,seller_gstin,seller_name,buyer_gstin,buyer_name
TAX-2425-000510,2024-09-10,2320729.43,0.0,0.0,116036.47,,2436765.9,20,,06LHWCW4227D3ZC,,,
TAX-2425-000510,2024-09-10,2320729.43,0.0,0.0,116036.47,,2436765.9,20,,06LHWCW4227D3ZC,,,
TAX/2425/000042,2024-09-08,604562.95,0.0,0.0,108821.33,,713384.28,35,,06JISJR0069HKZG,,,
SI/2425/00271,2024-09-08,4036460.59,0.0,0.0,484375.27,,4520835.86,26,,13ZNDJR1569RGZM,,,
TAX/2425/000042,2024-09-08,604562.95,0.0,0.0,108821.33,,713384.28,35,,06JISJR0069HKZG,,,
SI/2425/00271,2024-09-08,4036460.59,0.0,0.0,484375.27,,4520835.86,26,,13ZNDJR1569RGZM,,,
INV24250288,2024-09-07,2145558.16,193100.23,193100.23,0.0,,2531758.62,01,,01ANHAR2967D4ZW,,,
INV24250288,2024-09-07,2145558.16,193100.23,193100.23,0.0,,2531758.62,01,,01ANHAR2967D4ZW,,,
INV/2425/0045,2024-09-06,2452691.66,220742.25,220742.25,0.0,,2894176.16,26,,26WJNGF2848X6ZX,,,
GST2425333,2024-09-06,3925914.4,0.0,0.0,706664.59,,4632578.99,23,,37OSFJM8611XFZ8,,,
INV/2425/0045,2024-09-06,2452691.66,220742.25,220742.25,0.0,,2894176.16,26,,26WJNGF2848X6ZX,,,
GST2425333,2024-09-06,3925914.4,0.0,0.0,706664.59,,4632578.99,23,,37OSFJM8611XFZ8,,,
SI/2425/131,2024-09-05,3227342.54,0.0,0.0,0.0,,3227342.54,09,,21KRMAH2280HJZ4,,,
INV2425000199,2024-09-05,4095438.54,0.0,0.0,737178.94,,4832617.48,20,,05NZJPJ8685W7ZH,,,
SI/2425/000409,2024-09-05,4704063.03,0.0,0.0,235203.15,,4939266.18,10,,34OPAAH0035IGZK,,,
SI/2425/131,2024-09-05,3227342.54,0.0,0.0,0.0,,3227342.54,09,,21KRMAH2280HJZ4,,,
INV2425000199,2024-09-05,4095438.54,0.0,0.0,737178.94,,4832617.48,20,,05NZJPJ8685W7ZH,,,
SI/2425/000409,2024-09-05,4704063.03,0.0,0.0,235203.15,,4939266.18,10,,34OPAAH0035IGZK,,,
GST-2425-0454,2024-09-04,4469274.43,0.0,0.0,804469.4,,5273743.83,26,,05JRSBT6524IEZE,,,
GST-2425-0454,2024-09-04,4469274.43,0.0,0.0,804469.4,,5273743.83,26,,05JRSBT6524IEZE,,,
GST-2425-000354,2024-09-03,4255759.49,0.0,0.0,1191612.66,,5447372.15,18,,07UECLL4476UDZZ,,,
INV/2425/00515,2024-09-03,4510698.61,0.0,0.0,811925.75,,5322624.36,18,,26YWZFS3843P3Z4,,,
GST-2425-000354,2024-09-03,4255759.49,0.0,0.0,1191612.66,,5447372.15,18,,07UECLL4476UDZZ,,,
INV/2425/00515,2024-09-03,4510698.61,0.0,0.0,811925.75,,5322624.36,18,,26YWZFS3843P3Z4,,,
B2B-2425-592,2024-09-02,1019731.1,0.0,0.0,122367.73,,1142098.83,22,,26WJNGF2848X6ZX,,,
B2B-2425-592,2024-09-02,1019731.1,0.0,0.0,122367.73,,1142098.83,22,,26WJNGF2848X6ZX,,,
SI24250024,2024-09-01,305727.23,0.0,0.0,55030.9,,360758.13,20,,01TLXTG7331WGZ2,,,
SI-2425-000178,2024-09-01,4731126.86,0.0,0.0,236556.34,,4967683.2,20,,03QAHFE7680NZZM,,,
SI2425000490,2024-09-01,84396.71,0.0,0.0,10127.61,,94524.32,34,,10NGQBJ4498IOZV,,,
SI24250024,2024-09-01,305727.23,0.0,0.0,55030.9,,360758.13,20,,01TLXTG7331WGZ2,,,
SI-2425-000178,2024-09-01,4731126.86,0.0,0.0,236556.34,,4967683.2,20,,03QAHFE7680NZZM,,,
SI2425000490,2024-09-01,84396.71,0.0,0.0,10127.61,,94524.32,34,,10NGQBJ4498IOZV,,,
SI2425008,2024-08-30,2538940.87,0.0,0.0,304672.9,,2843613.77,15,,18PSFGQ4980NTZ8,,,
2425000554,2024-08-30,3036671.03,0.0,0.0,151833.55,,3188504.58,20,,12BUHHN1557FAZ2,,,
SI2425008,2024-08-30,2538940.87,0.0,0.0,304672.9,,2843613.77,15,,18PSFGQ4980NTZ8,,,
B2B/2425/00011,2024-08-29,219987.57,0.0,0.0,39597.76,,259585.33,05,,12BUHHN1557FAZ2,,,
2425-343,2024-08-29,366740.84,0.0,0.0,66013.35,,432754.19,05,,04RCLJF0323YNZH,,,
B2B/2425/00011,2024-08-29,219987.57,0.0,0.0,39597.76,,259585.33,05,,12BUHHN1557FAZ2,,,
2425-343,2024-08-29,366740.84,0.0,0.0,66013.35,,432754.19,05,,04RCLJF0323YNZH,,,
TAX-2425-000093,2024-08-28,1990801.42,0.0,0.0,358344.26,,2349145.68,01,,37OSFJM8611XFZ8,,,
INV-2425-161,2024-08-28,350827.18,0.0,0.0,63148.89,,413976.07,34,,20SOELV7154AUZ7,,,
TAX-2425-000093,2024-08-28,1990801.42,0.0,0.0,358344.26,,2349145.68,01,,37OSFJM8611XFZ8,,,
INV-2425-161,2024-08-28,350827.18,0.0,0.0,63148.89,,413976.07,34,,20SOELV7154AUZ7,,,
B2B-2425-000212,2024-08-27,2791146.1,0.0,0.0,502406.3,,3293552.4,26,,18PSFGQ4980NTZ8,,,
GST/2425/00481,2024-08-27,1817341.28,0.0,0.0,327121.43,,2144462.71,06,,34RHBCP5429NBZ0,,,
B2B-2425-000212,2024-08-27,2791146.1,0.0,0.0,502406.3,,3293552.4,26,,18PSFGQ4980NTZ8,,,
GST/2425/00481,2024-08-27,1817341.28,0.0,0.0,327121.43,,2144462.71,06,,34RHBCP5429NBZ0,,,
INV/2425/000010,2024-08-26,1506454.82,0.0,0.0,271161.87,,1777616.69,32,,34UKYPI8225VZZF,,,
B2B/2425/00228,2024-08-26,2433691.99,0.0,0.0,438064.56,,2871756.55,32,,07LABCR0354BNZ2,,,
INV/2425/000010,2024-08-26,1506454.82,0.0,0.0,271161.87,,1777616.69,32,,34UKYPI8225VZZF,,,
B2B/2425/00228,2024-08-26,2433691.99,0.0,0.0,438064.56,,2871756.55,32,,07LABCR0354BNZ2,,,
2425-000080,2024-08-25,2675959.34,0.0,0.0,481672.68,,3157632.02,27,,36FGYBH3187T9ZK,,,
2425-00408,2024-08-25,1146963.78,0.0,0.0,206453.48,,1353417.26,02,,32DMTBE6740M8Z7,,,
2425-000080,2024-08-25,2675959.34,0.0,0.0,481672.68,,3157632.02,27,,36FGYBH3187T9ZK,,,
2425-00408,2024-08-25,1146963.78,0.0,0.0,206453.48,,1353417.26,02,,32DMTBE6740M8Z7,,,
SI-2425-000078,2024-08-24,1626126.34,0.0,0.0,81306.32,,1707432.66,26,,12WKQCH8988A7ZW,,,
2425-337,2024-08-24,599385.03,0.0,0.0,107889.31,,707274.34,20,,26WJNGF2848X6ZX,,,
SI-2425-000078,2024-08-24,1626126.34,0.0,0.0,81306.32,,1707432.66,26,,12WKQCH8988A7ZW,,,
B2B242500499,2024-08-23,1991286.43,0.0,0.0,557560.2,,2548846.63,07,,16RNUCV0563YVZX,,,
B2B242500499,2024-08-23,1991286.43,0.0,0.0,557560.2,,2548846.63,07,,16RNUCV0563YVZX,,,
2425-00107,2024-08-20,3461415.24,0.0,0.0,623054.74,,4084469.98,04,,12BUHHN1557FAZ2,,,
INV-2425-159,2024-08-20,492947.14,0.0,0.0,88730.49,,581677.63,02,,20OUNAT3098ZWZV,,,
2425-00107,2024-08-20,3461415.24,0.0,0.0,623054.74,,4084469.98,04,,12BUHHN1557FAZ2,,,
INV-2425-159,2024-08-20,555252.2,0.0,0.0,88730.49,,643982.69,02,,20OUNAT3098ZWZV,,,
TAX-2425-240,2024-08-19,1754073.2,0.0,0.0,315733.18,,2069806.38,20,,03QAHFE7680NZZM,,,
B2B/2425/0570,2024-08-19,256541.09,0.0,0.0,71831.51,,328372.6,36,,32DMTBE6740M8Z7,,,
TAX-2425-240,2024-08-19,1754073.2,0.0,0.0,491140.5,,2245213.7,20,,03QAHFE7680NZZM,,,
B2B/2425/0570,2024-08-19,256541.09,0.0,0.0,71831.51,,328372.6,36,,32DMTBE6740M8Z7,,,
GST/2425/000447,2024-08-18,3709797.19,0.0,0.0,1038743.21,,4748540.4,29,,05NZJPJ8685W7ZH,,,
GST/2425/000447,2024-08-18,3709797.19,0.0,0.0,1038743.21,,4748540.4,29,,05NZJPJ8685W7ZH,,,
INV/2425/000211,2024-08-17,3641349.5,0.0,0.0,655442.91,,4296792.41,32,,24EGTCU0607B9ZY,,,
INV/2425/000211,2024-08-17,3957355.9,0.0,0.0,655442.91,,4612798.81,32,,24EGTCU0607B9ZY,,,
2425/0081,2024-08-16,3576264.52,0.0,0.0,429151.74,,4005416.26,18,,01DEMBO8806RVZQ,,,
SI/2425/466,2024-08-16,2021337.43,0.0,0.0,363840.74,,2385178.17,18,,34KBJLI9726XZZJ,,,
2425/0081,2024-08-16,3576264.52,0.0,0.0,429151.74,,4005416.26,18,,01DEMBO8806RVZQ,,,
SI/2425/466,2024-08-16,2021337.43,0.0,0.0,0.0,,2021337.43,18,,34KBJLI9726XZZJ,,,
B2B-2425-0289,2024-08-15,2247975.14,0.0,0.0,112398.76,,2360373.9,29,,20QLRJJ6143SPZR,,,
B2B-2425-0289,2024-08-15,2247975.14,0.0,0.0,112398.76,,2360373.9,29,,20QLRJJ6143SPZR,,,
B2B/2425/0376,2024-08-14,874967.31,0.0,0.0,157494.12,,1032461.43,26,,21KRMAH2280HJZ4,,,
B2B/2425/0376,2024-08-14,874967.31,0.0,0.0,157494.12,,1032461.43,26,,21KRMAH2280HJZ4,,,
2425-00079,2024-08-13,777216.54,0.0,0.0,139898.98,,917115.52,37,,20OUNAT3098ZWZV,,,
GST-2425-0202,2024-08-13,464792.93,0.0,0.0,83662.73,,548455.66,18,,07FGYBH3187TAZK,,,
TAX/2425/00415,2024-08-13,4967741.42,0.0,0.0,894193.46,,5861934.88,22,,35NGQBJ4498IXZA,,,
2425-00079,2024-08-13,777216.54,0.0,0.0,139898.98,,917115.52,37,,20OUNAT3098ZWZV,,,
GST-2425-0202,2024-08-13,464792.93,0.0,0.0,83662.73,,548455.66,18,,07FGYBH3187TAZK,,,
TAX/2425/00415,2024-08-13,4967741.42,0.0,0.0,894193.46,,5861934.88,22,,35NGQBJ4498IXZA,,,
B2B2425142,2024-08-12,3384962.36,0.0,0.0,169248.12,,3554210.48,27,,05NZJPJ8685W7ZH,,,
INV24250549,2024-08-12,1848586.32,0.0,0.0,332745.54,,2181331.86,10,,23ZNYBI1921NDZD,,,
B2B2425142,2024-08-12,3384962.36,0.0,0.0,169248.12,,3554210.48,27,,05NZJPJ8685W7ZH,,,
INV24250549,2024-08-12,1848586.32,0.0,0.0,332745.54,,2181331.86,10,,23ZNYBI1921NDZD,,,
B2B24250075,2024-08-11,1913983.56,0.0,0.0,95699.18,,2009682.74,32,,24EGTCU0607B9ZY,,,
B2B24250075,2024-08-11,1913983.56,0.0,0.0,95699.18,,2009682.74,32,,24EGTCU0607B9ZY,,,
SI/2425/022,2024-08-09,3729276.61,0.0,0.0,0.0,,3729276.61,20,,05NZJPJ8685W7ZH,,,
SI242500305,2024-08-09,2274348.07,0.0,0.0,409382.65,,2683730.72,33,,23ZNYBI1921NDZD,,,
TAX-2425-000500,2024-08-09,376191.51,0.0,0.0,105333.62,,485287.05,34,,20KPNGG6321U7ZL,,,
SI/2425/022,2024-08-09,3729276.61,0.0,0.0,0.0,,3729276.61,20,,05NZJPJ8685W7ZH,,,
SI242500305,2024-08-09,2274348.07,0.0,0.0,409382.65,,2683730.72,33,,23ZNYBI1921NDZD,,,
TAX-2425-000500,2024-08-09,376191.51,0.0,0.0,105333.62,,485287.05,34,,20KPNGG6321U7ZL,,,
INV2425364,2024-08-08,149390.55,0.0,0.0,26890.3,,176280.85,29,,34UKYPI8225VZZF,,,
2425522,2024-08-08,1380690.64,0.0,0.0,69034.53,,1449725.17,15,,35DDMPR5986XVZY,,,
INV2425364,2024-08-08,149390.55,0.0,0.0,26890.3,,176280.85,29,,34UKYPI8225VZZF,,,
2425522,2024-08-08,1380690.64,0.0,0.0,69034.53,,1449725.17,15,,35DDMPR5986XVZY,,,
B2B-2425-153,2024-08-07,540095.43,0.0,0.0,97217.18,,637312.61,34,,18GDFBX5712POZS,,,
SI-2425-0388,2024-08-07,4654813.75,0.0,0.0,1303347.85,,5958161.6,17,,01TLXTG7331WGZ2,,,
INV/2425/000506,2024-08-07,21414.78,0.0,0.0,0.0,,21414.78,34,,01ANHAR2967D4ZW,,,
B2B-2425-153,2024-08-07,540095.43,0.0,0.0,97217.18,,637312.61,34,,18GDFBX5712POZS,,,
SI-2425-0388,2024-08-07,4654813.75,0.0,0.0,1303347.85,,5958161.6,17,,01TLXTG7331WGZ2,,,
INV/2425/000506,2024-08-07,21414.78,0.0,0.0,0.0,,21414.78,34,,01ANHAR2967D4ZW,,,
SI24250370,2024-08-06,3306244.49,0.0,0.0,165312.22,,3471556.71,29,,34KBJLI9726XZZJ,,,
SI24250370,2024-08-06,3306244.49,0.0,0.0,165312.22,,3471556.71,29,,34KBJLI9726XZZJ,,,
TAX2425169,2024-08-05,2389150.07,0.0,0.0,430047.01,,2819197.08,21,,34UKYPI8225VZZF,,,
TAX-2425-000357,2024-08-05,2855647.54,0.0,0.0,0.0,,2855647.54,07,,35SHYPB4339MYZD,,,
TAX2425169,2024-08-05,2389150.07,0.0,0.0,430047.01,,2819197.08,21,,34UKYPI8225VZZF,,,
TAX-2425-000357,2024-08-05,2855647.54,0.0,0.0,0.0,,2855647.54,07,,35SHYPB4339MYZD,,,
INV24250568,2024-08-03,1489601.9,0.0,0.0,268128.34,,1757730.24,29,,21KRMAH2280HJZ4,,,
INV24250568,2024-08-03,1489601.9,0.0,0.0,268128.34,,1757730.24,29,,21KRMAH2280HJZ4,,,
INV-2425-000074,2024-08-01,4878253.86,0.0,0.0,0.0,,4878253.86,23,,15JRSBT6524ILZ6,,,
2425000457,2024-08-01,712245.79,0.0,0.0,128204.24,,840450.03,03,,34UKYPI8225VZZF,,,
B2B/2425/000556,2024-08-01,115705.78,0.0,0.0,13884.69,,129590.47,06,,08BYBAH1011VBZU,,,
INV-2425-000074,2024-08-01,4878253.86,0.0,0.0,0.0,,4878253.86,23,,15JRSBT6524ILZ6,,,
2425000457,2024-08-01,712245.79,0.0,0.0,128204.24,,840450.03,03,,34UKYPI8225VZZF,,,
B2B/2425/000556,2024-08-01,115705.78,0.0,0.0,13884.69,,129590.47,06,,08BYBAH1011VBZU,,,
INV/2425/514,2024-07-31,1996341.45,0.0,0.0,99817.07,,2096158.52,10,,20OUNAT3098ZWZV,,,
INV/2425/514,2024-07-31,1996341.45,0.0,0.0,99817.07,,2096158.52,10,,20OUNAT3098ZWZV,,,
SI/2425/000231,2024-07-30,1455360.25,0.0,0.0,0.0,,1455360.25,01,,33VCYCP9274PXZK,,,
SI/2425/00365,2024-07-30,3841595.21,0.0,0.0,691487.14,,4533082.35,29,,02YKTPZ6224AQZR,,,
SI/2425/000231,2024-07-30,1455360.25,0.0,0.0,0.0,,1455360.25,01,,33VCYCP9274PXZK,,,
SI/2425/00365,2024-07-30,3841595.21,0.0,0.0,691487.14,,4533082.35,29,,02YKTPZ6224AQZR,,,
INV-2425-000389,2024-07-29,4755258.91,0.0,0.0,570631.07,,5325889.98,06,,01DEMBO8806RVZQ,,,
2425/000483,2024-07-29,453094.67,0.0,0.0,81557.04,,534651.71,35,,20SOELV7154AUZ7,,,
INV-2425-000389,2024-07-29,4755258.91,0.0,0.0,570631.07,,5325889.98,06,,01DEMBO8806RVZQ,,,
B2B2425000217,2024-07-28,528053.61,0.0,0.0,95049.65,,623103.26,20,,04CJJGW2962SNZ4,,,
GST/2425/00497,2024-07-28,690201.61,0.0,0.0,0.0,,690201.61,23,,03QAHFE7680NZZM,,,
B2B2425000217,2024-07-28,528053.61,0.0,0.0,95049.65,,623103.26,20,,04CJJGW2962SNZ4,,,
GST/2425/00497,2024-07-28,690201.61,0.0,0.0,0.0,,690201.61,23,,03QAHFE7680NZZM,,,
TAX-2425-0308,2024-07-27,1833607.17,0.0,0.0,330049.29,,2163656.46,12,,26YKTPZ6224A9ZY,,,
SI/2425/00472,2024-07-27,23542.83,0.0,0.0,0.0,,23542.83,02,,06JISJR0069HKZG,,,
B2B24250270,2024-07-27,4130844.03,0.0,0.0,743551.93,,4874395.96,07,,20OUNAT3098ZWZV,,,
TAX-2425-0308,2024-07-27,1833607.17,0.0,0.0,330049.29,,2163656.46,12,,26YKTPZ6224A9ZY,,,
SI/2425/00472,2024-07-27,23542.83,0.0,0.0,0.0,,23542.83,02,,06JISJR0069HKZG,,,
2425027,2024-07-25,3420524.09,0.0,0.0,957746.75,,4378270.84,14,,02BKOLB2495WPZY,,,
B2B24250270,2024-07-25,4130844.03,0.0,0.0,743551.93,,4874395.96,07,,20OUNAT3098ZWZV,,,
2425027,2024-07-25,3420524.09,0.0,0.0,957746.75,,4378270.84,14,,02BKOLB2495WPZY,,,
B2B24250270,2024-07-25,4130844.03,0.0,0.0,743551.93,,4874395.96,07,,20OUNAT3098ZWZV,,,
INV/2425/0004,2024-07-22,4922243.85,0.0,0.0,886003.89,,5808247.74,05,,06NQQPY4472HPZ3,,,
B2B/2425/187,2024-07-22,3541565.27,0.0,0.0,991638.28,,4533203.55,18,,02YKTPZ6224AQZR,,,
TAX242500221,2024-07-22,3565956.16,0.0,0.0,641872.11,,4207828.27,12,,14JXHTN3667Y5ZQ,,,
B2B/2425/263,2024-07-22,649908.25,0.0,0.0,116983.49,,766891.74,35,,22SAYPV7763CRZW,,,
INV/2425/0004,2024-07-22,4922243.85,0.0,0.0,886003.89,,5808247.74,05,,06NQQPY4472HPZ3,,,
B2B/2425/187,2024-07-22,3541565.27,0.0,0.0,991638.28,,4533203.55,18,,02YKTPZ6224AQZR,,,
TAX242500221,2024-07-22,3565956.16,0.0,0.0,641872.11,,4207828.27,12,,14JXHTN3667Y5ZQ,,,
B2B/2425/263,2024-07-22,649908.25,0.0,0.0,116983.49,,766891.74,35,,22SAYPV7763CRZW,,,
GST/2425/0342,2024-07-20,2809408.51,0.0,0.0,0.0,,2809408.51,04,,10NGQBJ4498IOZV,,,
GST/2425/0342,2024-07-20,3379765.93,0.0,0.0,0.0,,3379765.93,04,,10NGQBJ4498IOZV,,,
GST-2425-0302,2024-07-19,3320517.72,0.0,0.0,597693.19,,3918210.91,02,,24EGTCU0607B9ZY,,,
GST-2425-0302,2024-07-19,3320517.72,0.0,0.0,597693.19,,3918210.91,02,,24EGTCU0607B9ZY,,,
2425/00146,2024-07-18,2367304.45,0.0,0.0,426114.8,,2793419.25,14,,16IBMPF0580C3ZS,,,
2425/00146,2024-07-18,2367304.45,0.0,0.0,426114.8,,2793419.25,14,,16IBMPF0580C3ZS,,,
SI-2425-000099,2024-07-17,1003577.01,0.0,0.0,281001.56,,1294614.34,36,,06NQQPY4472HPZ3,,,
B2B/2425/0192,2024-07-17,280272.46,0.0,0.0,50449.04,,330721.5,16,,09VCYCP9274P5Z3,,,
B2B2425494,2024-07-17,1913712.18,0.0,0.0,95685.61,,2009397.79,06,,33NZJPJ8685WOZ1,,,
SI-2425-000099,2024-07-17,1003577.01,0.0,0.0,281001.56,,1294614.34,36,,06NQQPY4472HPZ3,,,
B2B/2425/0192,2024-07-17,280272.46,0.0,0.0,50449.04,,330721.5,16,,09VCYCP9274P5Z3,,,
B2B2425494,2024-07-17,1913712.18,0.0,0.0,95685.61,,2009397.79,06,,33NZJPJ8685WOZ1,,,
GST242500101,2024-07-16,2156311.34,0.0,0.0,107815.57,,2264126.91,12,,35NGQBJ4498IXZA,,,
SI-2425-00218,2024-07-16,4138051.12,0.0,0.0,206902.56,,4344953.68,07,,26WJNGF2848X6ZX,,,
GST242500101,2024-07-16,2156311.34,0.0,0.0,107815.57,,2264126.91,12,,35NGQBJ4498IXZA,,,
SI-2425-00218,2024-07-16,3104067.24,0.0,0.0,206902.56,,3310969.8,07,,26WJNGF2848X6ZX,,,
GST/2425/297,2024-07-15,409635.23,0.0,0.0,73734.34,,483369.57,26,,36FGYBH3187T9ZK,,,
GST/2425/297,2024-07-15,409635.23,0.0,0.0,73734.34,,483369.57,26,,36FGYBH3187T9ZK,,,
TAX2425219,2024-07-14,4083995.13,0.0,0.0,735119.12,,4819114.25,10,,32DMTBE6740M8Z7,,,
TAX2425219,2024-07-14,4083995.13,0.0,0.0,735119.12,,4819114.25,10,,32DMTBE6740M8Z7,,,
B2B2425000281,2024-07-12,1689078.08,152017.03,152017.03,0.0,,1993112.14,33,,33VCYCP9274PXZK,,,
B2B2425000281,2024-07-12,1689078.08,152017.03,152017.03,0.0,,1993112.14,33,,33VCYCP9274PXZK,,,
242500477,2024-07-11,574216.3,0.0,0.0,103358.93,,677575.23,26,,20SOELV7154AUZ7,,,
242500477,2024-07-11,574216.3,0.0,0.0,103358.93,,677575.23,26,,20SOELV7154AUZ7,,,
GST/2425/000060,2024-07-10,604608.29,0.0,0.0,108829.49,,713437.78,01,,26YKTPZ6224A9ZY,,,
SI/2425/0176,2024-07-10,1811766.66,0.0,0.0,0.0,,1811766.66,01,,20SOELV7154AUZ7,,,
GST/2425/000060,2024-07-10,604608.29,0.0,0.0,108829.49,,713437.78,01,,26YKTPZ6224A9ZY,,,
SI/2425/0176,2024-07-10,1811766.66,0.0,0.0,0.0,,1811766.66,01,,20SOELV7154AUZ7,,,
SI/2425/00121,2024-07-09,3823682.21,0.0,0.0,688262.8,,4511945.01,02,,10NGQBJ4498IOZV,,,
INV-2425-467,2024-07-09,4435582.67,0.0,0.0,798404.88,,5233987.55,04,,02TQTFI5946D6ZP,,,
SI/2425/00121,2024-07-09,3823682.21,0.0,0.0,688262.8,,4511945.01,02,,10NGQBJ4498IOZV,,,
INV-2425-467,2024-07-09,4435582.67,0.0,0.0,798404.88,,5233987.55,04,,02TQTFI5946D6ZP,,,
INV-2425-000092,2024-07-08,162115.54,0.0,0.0,29180.8,,191296.34,20,,36FGYBH3187T9ZK,,,
GST2425000465,2024-07-08,2058057.94,0.0,0.0,576256.22,,2654894.74,07,,06LHWCW4227D3ZC,,,
TAX24250581,2024-07-08,195618.08,0.0,0.0,35211.25,,230829.33,12,,35NGQBJ4498IXZA,,,
INV-2425-000092,2024-07-08,162115.54,0.0,0.0,29180.8,,191296.34,20,,36FGYBH3187T9ZK,,,
GST2425000465,2024-07-08,2058057.94,0.0,0.0,576256.22,,2654894.74,07,,06LHWCW4227D3ZC,,,
TAX24250581,2024-07-08,195618.08,0.0,0.0,35211.25,,230829.33,12,,35NGQBJ4498IXZA,,,
INV24250109,2024-07-07,179455.74,0.0,0.0,21534.69,,200990.43,21,,10ZICJD5474UMZ1,,,
INV24250109,2024-07-07,179455.74,0.0,0.0,21534.69,,200990.43,21,,10ZICJD5474UMZ1,,,
INV-2425-000358,2024-07-06,189247.9,0.0,0.0,34064.62,,223312.52,08,,37OSFJM8611XFZ8,,,
INV-2425-000358,2024-07-06,189247.9,0.0,0.0,34064.62,,223312.52,08,,37OSFJM8611XFZ8,,,
2425-349,2024-07-05,1844035.9,0.0,0.0,331926.46,,2175962.36,36,,02TQTFI5946D6ZP,,,
INV242500386,2024-07-05,405273.27,0.0,0.0,72949.19,,478222.46,07,,34OPAAH0035IGZK,,,
INV/2425/000440,2024-07-05,1734240.06,0.0,0.0,86712.0,,1820952.06,08,,22WJNGF2848XQZL,,,
TAX/2425/0502,2024-07-05,4607875.34,0.0,0.0,829417.56,,5437292.9,05,,02YKTPZ6224AQZR,,,
2425-349,2024-07-05,1844035.9,0.0,0.0,331926.46,,2175962.36,36,,02TQTFI5946D6ZP,,,
INV242500386,2024-07-05,405273.27,0.0,0.0,72949.19,,478222.46,07,,34OPAAH0035IGZK,,,
INV/2425/000440,2024-07-05,1734240.06,0.0,0.0,86712.0,,1820952.06,08,,22WJNGF2848XQZL,,,
TAX/2425/0095,2024-07-04,276264.63,0.0,0.0,33151.76,,309416.39,33,,20SOELV7154AUZ7,,,
24250529,2024-07-04,3212578.94,0.0,0.0,899522.1,,4112101.04,22,,10ZICJD5474UMZ1,,,
TAX/2425/0095,2024-07-04,276264.63,0.0,0.0,33151.76,,309416.39,33,,20SOELV7154AUZ7,,,
24250529,2024-07-04,3212578.94,0.0,0.0,899522.1,,4112101.04,22,,10ZICJD5474UMZ1,,,
SI2425000259,2024-07-03,1699708.79,0.0,0.0,84985.44,,1784694.23,15,,18GDFBX5712POZS,,,
SI2425000259,2024-07-03,1699708.79,0.0,0.0,84985.44,,1784694.23,15,,18GDFBX5712POZS,,,
SI24250077,2024-07-02,656564.69,0.0,0.0,32828.23,,689392.92,01,,04RCLJF0323YNZH,,,
SI24250077,2024-07-02,656564.69,0.0,0.0,32828.23,,689392.92,01,,04RCLJF0323YNZH,,,
INV/2425/00112,2024-06-30,3351043.03,0.0,0.0,603187.75,,3954230.78,02,,04CJJGW2962SNZ4,,,
INV/2425/000239,2024-06-30,415040.28,0.0,0.0,49804.83,,464845.11,17,,18PSFGQ4980NTZ8,,,
242500518,2024-06-30,1727539.19,0.0,0.0,207304.7,,1934843.89,23,,26YKTPZ6224A9ZY,,,
INV/2425/00112,2024-06-30,3351043.03,0.0,0.0,603187.75,,3954230.78,02,,04CJJGW2962SNZ4,,,
INV/2425/000239,2024-06-30,415040.28,0.0,0.0,49804.83,,464845.11,17,,18PSFGQ4980NTZ8,,,
242500518,2024-06-30,1727539.19,0.0,0.0,207304.7,,1934843.89,23,,26YKTPZ6224A9ZY,,,
SI2425000162,2024-06-29,1246424.95,0.0,0.0,224356.49,,1470781.44,06,,35SHYPB4339MYZD,,,
SI2425000162,2024-06-29,1246424.95,0.0,0.0,224356.49,,1470781.44,06,,35SHYPB4339MYZD,,,
INV-2425-0110,2024-06-28,4523407.09,0.0,0.0,226170.35,,4749577.44,03,,20KPNGG6321U7ZL,,,
SI-2425-0475,2024-06-28,2056534.59,0.0,0.0,370176.23,,2426710.82,01,,29PDZAL5606ASZ0,,,
GST/2425/00562,2024-06-28,3256390.11,293075.11,293075.11,0.0,,3842540.33,02,,02YKTPZ6224AQZR,,,
INV-2425-0110,2024-06-28,4523407.09,0.0,0.0,226170.35,,4749577.44,03,,20KPNGG6321U7ZL,,,
SI-2425-0475,2024-06-28,2056534.59,0.0,0.0,370176.23,,2426710.82,01,,29PDZAL5606ASZ0,,,
B2B/2425/0094,2024-06-27,2827892.4,0.0,0.0,791809.87,,3619702.27,35,,05JRSBT6524IEZE,,,
B2B/2425/0094,2024-06-27,2827892.4,0.0,0.0,791809.87,,3619702.27,35,,05JRSBT6524IEZE,,,
TAX-2425-190,2024-06-26,1123387.76,0.0,0.0,134806.53,,1258194.29,26,,34KBJLI9726XZZJ,,,
TAX-2425-190,2024-06-26,1123387.76,0.0,0.0,134806.53,,1258194.29,26,,34KBJLI9726XZZJ,,,
SI242500104,2024-06-25,3475560.76,0.0,0.0,173778.04,,3649338.8,07,,27ZSUCJ1036MKZT,,,
INV-2425-000403,2024-06-25,4659674.04,0.0,0.0,559160.88,,5218834.92,20,,14JXHTN3667Y5ZQ,,,
SI242500104,2024-06-25,3475560.76,0.0,0.0,173778.04,,3649338.8,07,,27ZSUCJ1036MKZT,,,
INV-2425-000403,2024-06-25,4659674.04,0.0,0.0,559160.88,,5218834.92,20,,14JXHTN3667Y5ZQ,,,
SI/2425/0111,2024-06-24,1218979.4,0.0,0.0,219416.29,,1438395.69,04,,21KRMAH2280HJZ4,,,
